Company name;Security name;Yahoo code;WSJ code;Google code;Final NOS;Final FFR;Capi;FF Capi;Final Price;          ;YAH price;WSJ price ;SE price;              
Ironveld Plc.;Ironveld Plc.;IRON.L;IRON;IRON;654990841;0,8;;;;;;;;
GRAFENIA Plc.;GRAFENIA Plc.;GRA.L;GRA;GRA;113525346;0,5;;;;;;;;
Blackbird Plc.;Blackbird Plc.;BIRD.L;BIRD;BIRD;336114092;0,8;;;;;;;;
Modern Water Plc.;Modern Water Plc.;MWG.L;MWG;MWG;524693214;0,65;;;;;;;;
Hydrodec Group Plc.;Hydrodec Group Plc.;HYR.L;HYR;HYR;28373839;0,95;;;;;;;;
Fiske Plc.;Fiske Plc.;FKE.L;FKE;FKE;11693790;0,7;;;;;;;;
Autins Group Plc.;Autins Group Plc.;AUTG.L;AUTG;AUTG;39600984;0,85;;;;;;;;
Mercantile Ports & Logistics Ltd.;Mercantile Ports & Logistics Ltd.;MPL.L;MPL;MPL;1905022123;0,4;;;;;;;;
Afritin Mining Ltd.;Afritin Mining Ltd.;ATM.L;ATM;ATM;813657942;0,75;;;;;;;;
Plutus Powergen Plc.;Plutus Powergen Plc.;PPG.L;PPG;PPG;872534994;0,95;;;;;;;;
Ecsc Group Plc.;Ecsc Group Plc.;ECSC.L;ECSC;ECSC;10007588;0,75;;;;;;;;
Cora Gold Ltd.;Cora Gold Ltd.;CORA.L;CORA;CORA;192249303;0,6;;;;;;;;
N4 Pharma Plc.;N4 Pharma Plc.;N4P.L;N4P;N4P;154730349;1;;;;;;;;
Biome Technologies Plc.;Biome Technologies Plc.;BIOM.L;BIOM;BIOM;2798525;0,8;;;;;;;;
REAL GOOD FOOD CO;REAL GOOD FOOD CO;RGD.L;RGD;RGD;99564430;0,45;;;;;;;;
ARGO GROUP Ltd.;ARGO GROUP Ltd.;ARGO.L;ARGO;ARGO;38959986;0,4;;;;;;;;
Webis Holdings Plc.;Webis Holdings Plc.;WEB.L;WEB;WEB;393338310;0,4;;;;;;;;
Deltic Energy Plc.;Deltic Energy Plc.;DELT.L;DELT;DELT;1405964855;0,75;;;;;;;;
Lansdowne Oil & Gas Plc.;Lansdowne Oil & Gas Plc.;LOGP.L;LOGP;LOGP;800551671;0,75;;;;;;;;
Leeds Group Plc.;Leeds Group Plc.;LDSG.L;LDSG;LDSG;31615000;0,7;;;;;;;;
Ashley House Plc.;Ashley House Plc.;ASH.L;ASH;ASH;60744751;1;;;;;;;;
KODAL MINERALS Plc.;KODAL MINERALS Plc.;KOD.L;KOD;KOD;11110623138;0,8;;;;;;;;
COLLAGEN SOLUTIONS Plc.;COLLAGEN SOLUTIONS Plc.;COS.L;COS;COS;444182981;0,55;;;;;;;;
KERAS RESOURCES Plc.;KERAS RESOURCES Plc.;KRS.L;KRS;KRS;4866007851;0,9;;;;;;;;
IXICO Plc.;IXICO Plc.;IXI.L;IXI;IXI;47091292;0,3;;;;;;;;
Coral Products Plc.;Coral Products Plc.;CRU.L;CRU;CRU;82614865;0,85;;;;;;;;
Jangada Mines Plc.;Jangada Mines Plc.;JAN.L;JAN;JAN;242113144;0,55;;;;;;;;
Northamber Plc.;Northamber Plc.;NAR.L;NAR;NAR;27256586;0,4;;;;;;;;
Rtc Group Plc.;Rtc Group Plc.;RTC.L;RTC;RTC;15020734;0,95;;;;;;;;
Malvern International Plc.;Malvern International Plc.;MLVN.L;MLVN;MLVN;1204967240;0,9;;;;;;;;
MKANGO RESOURCES Ltd.;MKANGO RESOURCES Ltd.;MKA.L;MKA;MKA;133000721;0,65;;;;;;;;
Kefi Minerals Plc.;Kefi Minerals Plc.;KEFI.L;KEFI;KEFI;1867103933;0,95;;;;;;;;
SCOTGOLD RESOURCES Ltd.;SCOTGOLD RESOURCES Ltd.;SGZ.L;SGZ;SGZ;51351733;0,35;;;;;;;;
Heavitree Brewery Plc.;Heavitree Brewery Plc. A;HVTA.L;HVTA;HVTA;11695;0,5;;;;;;;;
Zinc Media Group Plc.;Zinc Media Group Plc.;ZIN.L;ZIN;ZIN;7909582;0,85;;;;;;;;
ANGLO AFRICAN OIL & GAS Plc.;ANGLO AFRICAN OIL & GAS Plc.;AAOG.L;AAOG;AAOG;488867864;0,7;;;;;;;;
Tandem Group Plc.;Tandem Group Plc.;TND.L;TND;TND;6013480;1;;;;;;;;
K&C Reit Plc.;K&C Reit Plc.;KCR.L;KCR;KCR;27569631;0,3;;;;;;;;
ALL ASIA ASSET CAP Ltd.;ALL ASIA ASSET CAP Ltd.;AAA.L;AAA;AAA;789640000;0,9;;;;;;;;
Chamberlin Plc.;Chamberlin Plc.;CMH.L;CMH;CMH;7958126;0,75;;;;;;;;
Provexis Plc.;Provexis Plc.;PXS.L;PXS;PXS;2070821507;0,95;;;;;;;;
Phoenix Copper Ltd.;Phoenix Copper Ltd.;PXC.L;PXC;PXC;62646346;0,5;;;;;;;;
IMAGE SCAN Holdings;IMAGE SCAN Holdings;IGE.L;IGE;IGE;136354577;0,8;;;;;;;;
Starcom Plc.;Starcom Plc.;STAR.L;STAR;STAR;351479801;1;;;;;;;;
ONE MEDIA IP GROUP Plc.;ONE MEDIA IP GROUP Plc.;OMIP.L;OMIP;OMIP;135603699;0,6;;;;;;;;
T.F. & J.H. Braime (Holdings);T.F. & J.H. Braime (Holdings) ord;BMTO.L;BMTO;BMTO;480000;0,6;;;;;;;;
Catena Group Plc.;Catena Group Plc.;CTNA.L;CTNA;CTNA;39561638;0,75;;;;;;;;
Concepta Plc.;Concepta Plc.;CPT.L;CPT;CPT;489821675;0,7;;;;;;;;
Tower Resources Plc.;Tower Resources Plc.;TRP.L;TRP;TRP;1325296032;0,7;;;;;;;;
Powerhouse Energy Group Plc.;Powerhouse Energy Group Plc.;PHE.L;PHE;PHE;3515100693;1;;;;;;;;
Scholium Group Plc.;Scholium Group Plc.;SCHO.L;SCHO;SCHO;13600000;0,4;;;;;;;;
Rockfire Resources Plc.;Rockfire Resources Plc.;ROCK.L;ROCK;ROCK;828063211;0,9;;;;;;;;
Advfn Plc.;Advfn Plc.;AFN.L;AFN;AFN;25703845;0,7;;;;;;;;
ADM Energy Plc.;ADM Energy Plc.;ADME.L;ADME;ADME;98029133;0,8;;;;;;;;
Equatorial Palm Oil Plc.;Equatorial Palm Oil Plc.;PAL.L;PAL;PAL;356277502;0,25;;;;;;;;
United Carpets Group Plc.;United Carpets Group Plc.;UCG.L;UCG;UCG;81400000;0,55;;;;;;;;
Feedback Plc.;Feedback Plc.;FDBK.L;FDBK;FDBK;1066931686;1;;;;;;;;
Spaceandpeople Plc.;Spaceandpeople Plc.;SAL.L;SAL;SAL;19519563;0,85;;;;;;;;
Bonhill Group Plc.;Bonhill Group Plc.;BONH.L;BONH;BONH;98585692;0,65;;;;;;;;
UNIVISION ENGINEERING;UNIVISION ENGINEERING;UVEL.L;UVEL;UVEL;383677323;0,35;;;;;;;;
Genedrive Plc.;Genedrive Plc.;GDR.L;GDR;GDR;51986071;0,65;;;;;;;;
NOSTRA TERRA OIL&GAS CO Plc.;NOSTRA TERRA OIL&GAS CO Plc.;NTOG.L;NTOG;NTOG;379520534;1;;;;;;;;
Norman Broadbent Plc.;Norman Broadbent Plc.;NBB.L;NBB;NBB;53885570;0,7;;;;;;;;
Tekcapital Plc.;Tekcapital Plc.;TEK.L;TEK;TEK;87778042;1;;;;;;;;
Cloudcoco Group Plc.;Cloudcoco Group Plc.;CLCO.L;CLCO;CLCO;495225686;0,85;;;;;;;;
Botswana Diamonds Plc.;Botswana Diamonds Plc.;BOD.L;BOD;BOD;669221902;1;;;;;;;;
Petrel Resources Plc.;Petrel Resources Plc.;PET.L;PET;PET;157038467;1;;;;;;;;
Primorus Investments Plc.;Primorus Investments Plc.;PRIM.L;PRIM;PRIM;139830968;1;;;;;;;;
UNION JACK OIL Plc.;UNION JACK OIL Plc.;UJO.L;UJO;UJO;15440000000;1;;;;;;;;
Prospex Energy Plc.;Prospex Energy Plc.;PXEN.L;PXEN;PXEN;88543800;1;;;;;;;;
Curzon Energy Plc.;Curzon Energy Plc.;CZN.L;CZN;CZN;99639565;0,7;;;;;;;;
Premier Veterinary Group Plc.;Premier Veterinary Group Plc.;PVG.L;PVG;PVG;15346950;0,6;;;;;;;;
Deltex Medical Group Plc.;Deltex Medical Group Plc.;DEMG.L;DEMG;DEMG;524464064;1;;;;;;;;
Blue Star Capital Plc.;Blue Star Capital Plc.;BLU.L;BLU;BLU;3192582852;0,9;;;;;;;;
MOBILITYONE Ltd.;MOBILITYONE Ltd.;MBO.L;MBO;MBO;106298780;0,5;;;;;;;;
ARMADALE CAPITAL Plc.;ARMADALE CAPITAL Plc.;ACP.L;ACP;ACP;459519667;0,8;;;;;;;;
Braveheart Investment Group Plc.;Braveheart Investment Group Plc.;BRH.L;BRH;BRH;28077751;0,75;;;;;;;;
Zephyr Energy Plc.;Zephyr Energy Plc.;ZPHR.L;ZPHR;ZPHR;287112000;0,9;;;;;;;;
Touchstar Plc.;Touchstar Plc.;TST.L;TST;TST;8475000;0,7;;;;;;;;
Infrastrata Plc.;Infrastrata Plc.;INFA.L;INFA;INFA;64944486;1;;;;;;;;
PLAZA CENTERS NV;PLAZA CENTERS NV;PLAZ.L;PLAZ;PLAZ;6855603;0,8;;;;;;;;
GOLDSTONE RESOURCES Ltd.;GOLDSTONE RESOURCES Ltd.;GRL.L;GRL;GRL;251785967;0,55;;;;;;;;
Fletcher King Plc.;Fletcher King Plc.;FLK.L;FLK;FLK;9209779;1;;;;;;;;
Mountfield Group Plc.;Mountfield Group Plc.;MOGP.L;MOGP;MOGP;254244454;0,5;;;;;;;;
XTRACT RESOURCES Plc.;XTRACT RESOURCES Plc.;XTR.L;XTR;XTR;457303288;1;;;;;;;;
Ceps Plc.;Ceps Plc.;CEPS.L;CEPS;CEPS;17000000;1;;;;;;;;
Pebble Beach Systems Group Plc.;Pebble Beach Systems Group Plc.;PEB.L;PEB;PEB;124603134;0,65;;;;;;;;
Kazera Global Plc.;Kazera Global Plc.;KZG.L;KZG;KZG;681250986;0,95;;;;;;;;
Vela Technologies Plc.;Vela Technologies Plc.;VELA.L;VELA;VELA;7171860577;1;;;;;;;;
Transense Technologies Plc.;Transense Technologies Plc.;TRT.L;TRT;TRT;16307282;0,75;;;;;;;;
Galileo Resources Plc.;Galileo Resources Plc.;GLR.L;GLR;GLR;767276193;0,95;;;;;;;;
Clear Leisure Plc.;Clear Leisure Plc.;CLP.L;CLP;CLP;662341447;1;;;;;;;;
URU METALS LD;URU METALS LD;URU.L;URU;URU;1486453;0,55;;;;;;;;
Edenville Energy Plc.;Edenville Energy Plc.;EDL.L;EDL;EDL;8145575095;0,75;;;;;;;;
Location Sciences Group Plc.;Location Sciences Group Plc.;LSAI.L;LSAI;LSAI;570368300;0,95;;;;;;;;
Corcel Plc.;Corcel Plc.;CRCL.L;CRCL;CRCL;189910596;0,9;;;;;;;;
RUA Life Sciences Plc.;RUA Life Sciences Plc.;RUA.L;RUA;RUA;16186608;1;;;;;;;;
Cambria Africa Plc.;Cambria Africa Plc.;CMB.L;CMB;CMB;544575605;0,35;;;;;;;;
Aukett Fitzroy Robinson Group Plc.;Aukett Fitzroy Robinson Group Plc.;AUK.L;AUK;AUK;165213652;0,95;;;;;;;;
Newmark Security Plc.;Newmark Security Plc.;NWT.L;NWT;NWT;468732316;0,7;;;;;;;;
WESTMOUNT ENERGY Ltd.;WESTMOUNT ENERGY Ltd.;WTE.L;WTE;WTE;125761486;0,8;;;;;;;;
Sunrise Resources Plc.;Sunrise Resources Plc.;SRES.L;SRES;SRES;3677996870;1;;;;;;;;
Immedia Group Plc.;Immedia Group Plc.;IME.L;IME;IME;14556844;1;;;;;;;;
Online Blockchain Plc.;Online Blockchain Plc.;OBC.L;OBC;OBC;8662348;1;;;;;;;;
Iconic Labs Plc.;Iconic Labs Plc.;ICON.L;ICON;ICON;14089510854;0,75;;;;;;;;
Limitless Earth Plc.;Limitless Earth Plc.;LME.L;LME;LME;65400000;1;;;;;;;;
Two Shields Investments Plc.;Two Shields Investments Plc.;TSI.L;TSI;TSI;6477011131;0,85;;;;;;;;
Rurelec Plc.;Rurelec Plc.;RUR.L;RUR;RUR;561387586;0,3;;;;;;;;
Bezant Resources Plc.;Bezant Resources Plc.;BZT.L;BZT;BZT;2208651039;1;;;;;;;;
Arkle Resources Plc.;Arkle Resources Plc.;ARK.L;ARK;ARK;291044926;1;;;;;;;;
Wishbone Gold Plc.;Wishbone Gold Plc.;WSBN.L;WSBN;WSBN;111918210;0,5;;;;;;;;
Microsaic Systems Plc.;Microsaic Systems Plc.;MSYS.L;MSYS;MSYS;456365146;0,7;;;;;;;;
Tertiary Minerals Plc.;Tertiary Minerals Plc.;TYM.L;TYM;TYM;831647037;1;;;;;;;;
Anglesey Mining Plc.;Anglesey Mining Plc.;AYM.L;AYM;AYM;199475732;0,7;;;;;;;;
Journeo Plc.;Journeo Plc.;JNEO.L;JNEO;JNEO;8741250;0,9;;;;;;;;
Aeorema Communications Plc.;Aeorema Communications Plc.;AEO.L;AEO;AEO;9238000;1;;;;;;;;
Catenae Innovation Plc.;Catenae Innovation Plc.;CTEA.L;CTEA;CTEA;220749043;0,95;;;;;;;;
Physiomics Plc.;Physiomics Plc.;PYC.L;PYC;PYC;97334778;1;;;;;;;;
Triple Point Social Housing REIT Plc.;Triple Point Social Housing REIT Plc.;SOHO.L;SOHO;SOHO;351352210;0,85;;;;;;;;
Ecr Minerals Plc.;Ecr Minerals Plc.;ECR.L;ECR;ECR;640953913;1;;;;;;;;
TRAFALGAR NEW HOMES;TRAFALGAR NEW HOMES;TRAF.L;TRAF;TRAF;487690380;1;;;;;;;;
Pathfinder Minerals Plc.;Pathfinder Minerals Plc.;PFP.L;PFP;PFP;360223831;0,95;;;;;;;;
John Lewis Of Hungerford Plc.;John Lewis Of Hungerford Plc.;JLH.L;JLH;JLH;186745519;0,6;;;;;;;;
Pipehawk Plc.;Pipehawk Plc.;PIP.L;PIP;PIP;34860515;1;;;;;;;;
Gunsynd Plc.;Gunsynd Plc.;GUN.L;GUN;GUN;254367047;1;;;;;;;;
Power Metal Resources Plc.;Power Metal Resources Plc.;POW.L;POW;POW;787816542;0,95;;;;;;;;
Advance Energy Plc.;Advance Energy Plc.;ADV.L;ADV;ADV;1560636965;1;;;;;;;;
Oriole Resources Plc.;Oriole Resources Plc.;ORR.L;ORR;ORR;911634609;0,75;;;;;;;;
Dukemount Capital Plc.;Dukemount Capital Plc.;DKE.L;DKE;DKE;454283666;0,95;;;;;;;;
Holders Technology Plc.;Holders Technology Plc.;HDT.L;HDT;HDT;4224164;0,45;;;;;;;;
BLUEROCK DIAMONDS Plc.;BLUEROCK DIAMONDS Plc.;BRD.L;BRD;BRD;9064722;0,8;;;;;;;;
Itaconix Plc.;Itaconix Plc.;ITX.L;ITX;ITX;432448253;0,75;;;;;;;;
RiverFort Global Opportunities Plc.;RiverFort Global Opportunities Plc.;RGO.L;RGO;RGO;678933600;0,6;;;;;;;;
Baskerville Capital Plc.;Baskerville Capital Plc.;BASK.L;BASK;BASK;47800000;0,8;;;;;;;;
Katoro Gold Plc.;Katoro Gold Plc.;KAT.L;KAT;KAT;323698310;0,7;;;;;;;;
CHESTERFIELD RESOURCES Plc.;CHESTERFIELD RESOURCES Plc.;CHF.L;CHF;CHF;73933334;1;;;;;;;;
St. James House Plc.;St. James House Plc.;SJH.L;SJH;SJH;4207497;0,7;;;;;;;;
Residential Secure Income Plc.;Residential Secure Income Plc.;RESI.L;RESI;RESI;180324377;0,8;;;;;;;;
Starvest Plc.;Starvest Plc.;SVE.L;SVE;SVE;57034889;0,8;;;;;;;;
Toople Plc.;Toople Plc.;TOOP.L;TOOP;TOOP;3520051135;1;;;;;;;;
Phsc Plc.;Phsc Plc.;PHSC.L;PHSC;PHSC;14677257;0,55;;;;;;;;
Mediazest Plc.;Mediazest Plc.;MDZ.L;MDZ;MDZ;1396425774;1;;;;;;;;
Integumen Plc.;Integumen Plc.;SKIN.L;SKIN;SKIN;1126513569;0,95;;;;;;;;
Emmerson Plc.;Emmerson Plc.;EML.L;EML;EML;726602974;1;;;;;;;;
SPITFIRE OIL Ltd.;SPITFIRE OIL Ltd.;SRO.L;SRO;SRO;25884001;1;;;;;;;;
Vintana Plc.;Vintana Plc.;VITA.L;VITA;VITA;77513224;0,8;;;;;;;;
Mobile Streams Plc.;Mobile Streams Plc.;MOS.L;MOS;MOS;1117574804;1;;;;;;;;
Tatton Asset Management Plc.;Tatton Asset Management Plc.;TAM.L;TAM;TAM;57143669;0,55;;;;;;;;
Ross Group Plc.;Ross Group Plc.;RGP.L;RGP;RGP;218767475;0,5;;;;;;;;
REACT Group Plc.;REACT Group Plc.;REAT.L;REAT;REAT;498509350;0,85;;;;;;;;
Mirada Plc.;Mirada Plc.;MIRA.L;MIRA;MIRA;8908434;0,12;;;;;;;;
Karelian Diamond Resources Plc.;Karelian Diamond Resources Plc.;KDR.L;KDR;KDR;53542749;1;;;;;;;;
Nakama Group Plc.;Nakama Group Plc.;NAK.L;NAK;NAK;117791441;0,75;;;;;;;;
Alien Metals Ltd.;Alien Metals Ltd.;UFO.L;UFO;UFO;2365473273;0,85;;;;;;;;
Clontarf Energy Plc.;Clontarf Energy Plc.;CLON.L;CLON;CLON;716979964;1;;;;;;;;
Golden Rock Global Plc.;Golden Rock Global Plc.;GCG.L;GCG;GCG;16000000;0,25;;;;;;;;
Agronomics Ltd.;Agronomics Ltd.;ANIC.L;ANIC;ANIC;331616661;0,9;;;;;;;;
Phimedix Plc.;Phimedix Plc.;PHM.L;PHM;PHM;34400481;0,75;;;;;;;;
RICHLAND RESOURCES Ltd.;RICHLAND RESOURCES Ltd.;RLD.L;RLD;RLD;1108172891;0,75;;;;;;;;
Anglo African Agriculture Plc.;Anglo African Agriculture Plc.;AAAP.L;AAAP;AAAP;21966087;1;;;;;;;;
Simec Atlantis Energy Ltd.;Simec Atlantis Energy Ltd.;SAE.L;SAE;SAE;491577655;0,45;;;;;;;;
Mila Resources Plc.;Mila Resources Plc.;MILA.L;MILA;MILA;23200000;1;;;;;;;;
Pires Investments Plc.;Pires Investments Plc.;PIRI.L;PIRI;PIRI;120472465;0,85;;;;;;;;
Bidstack Group Plc.;Bidstack Group Plc.;BIDS.L;BIDS;BIDS;387373646;1;;;;;;;;
Marechale Capital Plc.;Marechale Capital Plc.;MAC.L;MAC;MAC;57681151;1;;;;;;;;
INSPIRIT ENERGY Holdings Plc.;INSPIRIT ENERGY Holdings Plc.;INSP.L;INSP;INSP;2899211616;1;;;;;;;;
Tmt Investments Plc.;Tmt Investments Plc.;TMT.L;TMT;TMT;29185831;0,5;;;;;;;;
Sabien Technology Group Plc.;Sabien Technology Group Plc.;SNT.L;SNT;SNT;1453673157;0,75;;;;;;;;
SLINGSBY(H.C.);SLINGSBY(H.C.);SLNG.L;SLNG;SLNG;1050000;1;;;;;;;;
ARRICANO REAL ESTATE Plc.;ARRICANO REAL ESTATE Plc.;ARO.L;ARO;ARO;103270637;0,35;;;;;;;;
Craven House Capital Plc.;Craven House Capital Plc.;CRV.L;CRV;CRV;3863589;0,95;;;;;;;;
IQ-AI Ltd.;IQ-AI Ltd.;IQAI.L;IQAI;IQAI;145955982;0,7;;;;;;;;
Smartspace Software Plc.;Smartspace Software Plc.;SMRT.L;SMRT;SMRT;28255823;0,95;;;;;;;;
UPLAND RESOURCES Ltd.;UPLAND RESOURCES Ltd.;UPL.L;UPL;UPL;686768853;0,7;;;;;;;;
Codemasters Group Holdings Plc.;Codemasters Group Holdings Plc.;CDM.L;CDM;CDM;152407010;1;;;;;;;;
Block Energy Plc.;Block Energy Plc.;BLOE.L;BLOE;BLOE;436843043;0,5;;;;;;;;
Aquis Exchange Plc.;Aquis Exchange Plc.;AQX.L;AQX;AQX;27169696;0,9;;;;;;;;
Anexo Group Plc.;Anexo Group Plc.;ANX.L;ANX;ANX;116000000;0,3;;;;;;;;
Tekmar Group Plc.;Tekmar Group Plc.;TGP.L;TGP;TGP;51261685;0,6;;;;;;;;
I-Nexus Global Plc.;I-Nexus Global Plc.;INX.L;INX;INX;29571605;0,65;;;;;;;;
Cake Box Holdings Plc.;Cake Box Holdings Plc.;CBOX.L;CBOX;CBOX;40000000;0,5;;;;;;;;
Mind Gym Plc.;Mind Gym Plc.;MIND.L;MIND;MIND;99872450;0,25;;;;;;;;
Knights Group Holdings Plc.;Knights Group Holdings Plc.;KGH.L;KGH;KGH;82101353;0,5;;;;;;;;
RA International Group Plc.;RA International Group Plc.;RAI.L;RAI;RAI;170450741;0,13;;;;;;;;
Rosenblatt Group Plc.;Rosenblatt Group Plc.;RBGP.L;RBGP;RBGP;85592106;0,35;;;;;;;;
Urban Exposure Plc.;Urban Exposure Plc.;UEX.L;UEX;UEX;165000000;1;;;;;;;;
Serinus Energy Plc.;Serinus Energy Plc.;SENX.L;SENX;SENX;239286292;0,55;;;;;;;;
Team17 Group Plc.;Team17 Group Plc.;TM17.L;TM17;TM17;133515122;0,8;;;;;;;;
Maestrano Group Plc.;Maestrano Group Plc.;MNO.L;MNO;MNO;146085369;1;;;;;;;;
SimplyBiz Group Plc.;SimplyBiz Group Plc.;SBIZ.L;SBIZ;SBIZ;96804024;0,45;;;;;;;;
KRM22 Plc.;KRM22 Plc.;KRM.L;KRM;KRM;26719127;0,55;;;;;;;;
GRC International Group Plc.;GRC International Group Plc.;GRC.L;GRC;GRC;99577589;0,55;;;;;;;;
VR Education Holdings Plc.;VR Education Holdings Plc.;VRE.L;VRE;VRE;260734149;0,9;;;;;;;;
Kore Potash Plc.;Kore Potash Plc.;KP2.L;KP2;KP2;1541253564;0,4;;;;;;;;
Polarean Imaging Plc.;Polarean Imaging Plc.;POLX.L;POLX;POLX;161830007;0,65;;;;;;;;
Vivo Energy Plc.;Vivo Energy Plc.;VVO.L;VVO;VVO;1266941899;0,3;;;;;;;;
Georgia Capital Plc.;Georgia Capital Plc.;CGEO.L;CGEO;CGEO;52111009;0,85;;;;;;;;
AVI Japan Opportunity Trust Plc.;AVI Japan Opportunity Trust Plc.;AJOT.L;AJOT;AJOT;117489742;0,6;;;;;;;;
Intosol Holdings Plc.;Intosol Holdings Plc.;INTO.L;INTO;INTO;13213853;0,5;;;;;;;;
Smithson Investment Trust Plc.;Smithson Investment Trust Plc.;SSON.L;SSON;SSON;127755958;0,95;;;;;;;;
Mobius Investment Trust Plc.;Mobius Investment Trust Plc.;MMIT.L;MMIT;MMIT;105000000;0,6;;;;;;;;
S4 Capital Plc.;S4 Capital Plc.;SFOR.L;SFOR;SFOR;530383615;0,85;;;;;;;;
Dev Clever Holdings Plc.;Dev Clever Holdings Plc.;DEV.L;DEV;DEV;441124826;0,55;;;;;;;;
Petrotal Corp.;Petrotal Corp.;PTAL.L;PTAL;PTAL;814555701;0,6;;;;;;;;
Litigation Capital Management Ltd.;Litigation Capital Management Ltd.;LIT.L;LIT;LIT;104580899;0,75;;;;;;;;
Crossword Cybersecurity Plc.;Crossword Cybersecurity Plc.;CCS.L;CCS;CCS;5132090;0,65;;;;;;;;
Manolete Partners Plc.;Manolete Partners Plc.;MANO.L;MANO;MANO;43571425;0,55;;;;;;;;
AJ Bell Plc.;AJ Bell Plc.;AJB.L;AJB;AJB;411537758;0,7;;;;;;;;
SDCL Energy Efficiency Income Trust Plc.;SDCL Energy Efficiency Income Trust Plc.;SEIT.L;SEIT;SEIT;426143739;0,7;;;;;;;;
finnCap Group Plc.;finnCap Group Plc.;FCAP.L;FCAP;FCAP;171899311;0,9;;;;;;;;
Panoply Holdings Plc.;Panoply Holdings Plc.;TPX.L;TPX;TPX;55672143;0,9;;;;;;;;
Kropz Plc.;Kropz Plc.;KRPZ.L;KRPZ;KRPZ;418110971;0,12;;;;;;;;
GSTechnologies Ltd.;GSTechnologies Ltd.;GST.L;GST;GST;995482002;0,5;;;;;;;;
M&G Credit Income Investment Trust Plc.;M&G Credit Income Investment Trust Plc.;MGCI.L;MGCI;MGCI;144745771;0,65;;;;;;;;
Renalytix AI Plc.;Renalytix AI Plc.;RENX.L;RENX;RENX;72029634;0,75;;;;;;;;
Merian Chrysalis Investment Co. Ltd.;Merian Chrysalis Investment Co. Ltd.;MERI.L;MERI;MERI;336742424;0,85;;;;;;;;
Wentworth Resources Plc.;Wentworth Resources Plc.;WEN.L;WEN;WEN;186488465;0,85;;;;;;;;
Metalnrg Plc.;Metalnrg Plc.;MNRG.L;MNRG;MNRG;364742767;0,95;;;;;;;;
Argentex Group Plc.;Argentex Group Plc.;AGFX.L;AGFX;AGFX;113207547;0,7;;;;;;;;
Watches of Switzerland Group Plc.;Watches of Switzerland Group Plc.;WOSG.L;WOSG;WOSG;239455554;0,5;;;;;;;;
Essensys Plc.;Essensys Plc.;ESYS.L;ESYS;ESYS;52743329;0,55;;;;;;;;
Induction Healthcare Group Plc.;Induction Healthcare Group Plc.;INHC.L;INHC;INHC;42050728;0,85;;;;;;;;
Loungers Plc.;Loungers Plc.;LGRS.L;LGRS;LGRS;102400000;0,5;;;;;;;;
Diaceutics Plc.;Diaceutics Plc.;DXRX.L;DXRX;DXRX;84068923;0,6;;;;;;;;
DWF Group Plc.;DWF Group Plc.;DWF.L;DWF;DWF;324554653;0,85;;;;;;;;
Bacanora Lithium Plc.;Bacanora Lithium Plc.;BCN.L;BCN;BCN;222981837;0,7;;;;;;;;
Baron Oil Plc.;Baron Oil Plc.;BOIL.L;BOIL;BOIL;4426409576;1;;;;;;;;
Brickability Group Plc.;Brickability Group Plc.;BRCK.L;BRCK;BRCK;230458821;0,85;;;;;;;;
Eenergy Group Plc.;Eenergy Group Plc.;EAAS.L;EAAS;EAAS;144260000;0,95;;;;;;;;
Energean Oil & Gas Plc.;Energean Oil & Gas Plc.;ENOG.L;ENOG;ENOG;177089406;0,7;;;;;;;;
EN+ Group International PJSC.;EN+ Group International PJSC.;ENPL.L;ENPL;ENPL;638848896;1;;;;;;;;
Entertainment AI Plc.;Entertainment AI Plc.;SEEN.L;SEEN;SEEN;49957876;0,85;;;;;;;;
Erris Resources Plc.;Erris Resources Plc.;ERIS.L;ERIS;ERIS;38836787;0,6;;;;;;;;
Fusion Antibodies Plc.;Fusion Antibodies Plc.;FAB.L;FAB;FAB;25437025;0,55;;;;;;;;
Grand Vision Media Holdings Plc.;Grand Vision Media Holdings Plc.;GVMH.L;GVMH;GVMH;96287079;1;;;;;;;;
Harworth Group Plc.;Harworth Group Plc.;HWG.L;HWG;HWG;322381184;0,2;;;;;;;;
Helios Towers Plc.;Helios Towers Plc.;HTWS.L;HTWS;HTWS;1000000000;0,4;;;;;;;;
Hermes Pacific Investments Plc.;Hermes Pacific Investments Plc.;HPAC.L;HPAC;HPAC;2333295;1;;;;;;;;
Hydrogen Group Plc.;Hydrogen Group Plc.;HYDG.L;HYDG;HYDG;34334927;0,75;;;;;;;;
Immotion Group Plc.;Immotion Group Plc.;IMMO.L;IMMO;IMMO;379538083;0,95;;;;;;;;
Kavango Resources Plc.;Kavango Resources Plc.;KAV.L;KAV;KAV;192955709;1;;;;;;;;
Live Company Group Plc.;Live Company Group Plc.;LVCG.L;LVCG;LVCG;87932467;0,7;;;;;;;;
Longboat Energy Plc.;Longboat Energy Plc.;LBE.L;LBE;LBE;10000000;0,7;;;;;;;;
Mirriad Advertising Plc.;Mirriad Advertising Plc.;MIRI.L;MIRI;MIRI;213108250;0,5;;;;;;;;
Nucleus Financial Group Plc.;Nucleus Financial Group Plc.;NUC.L;NUC;NUC;77084615;0,9;;;;;;;;
Onthemarket Plc.;Onthemarket Plc.;OTMP.L;OTMP;OTMP;71785737;1;;;;;;;;
Open Orphan Plc.;Open Orphan Plc.;ORPH.L;ORPH;ORPH;665609830;0,9;;;;;;;;
